"Author","Year","Title","Journal","Doi","URL"
"Parsons, RF",1997,"Carpobrotus modestus (Aizoaceae), a post-fire pioneer in semi-arid southern Australia","JOURNAL OF ARID ENVIRONMENTS","10.1006/jare.1997.0288","http://doi.org/10.1006/jare.1997.0288"
"Martinez-Ghersa, MA; Satorre, EH; Ghersa, CM",1997,"Effect of soil water content and temperature on dormancy breaking and germination of three weeds","WEED SCIENCE","10.1017/S0043174500088986","http://doi.org/10.1017/S0043174500088986"
"Squire, GR; Burn, D; Crawford, JW",1997,"A model for the impact of herbicide tolerance on the performance of oilseed rape as a volunteer weed","ANNALS OF APPLIED BIOLOGY","10.1111/j.1744-7348.1997.tb05159.x","http://doi.org/10.1111/j.1744-7348.1997.tb05159.x"
"Barberi, P; Silvestri, N; Bonari, E",1997,"Weed communities of winter wheat as influenced by input level and rotation","WEED RESEARCH","10.1046/j.1365-3180.1997.d01-53.x","http://doi.org/10.1046/j.1365-3180.1997.d01-53.x"
"Groom, PK; Lamont, BB",1997,"Fruit-seed relations in Hakea: serotinous species invest more dry matter in predispersal seed protection","AUSTRALIAN JOURNAL OF ECOLOGY","10.1111/j.1442-9993.1997.tb00682.x","http://doi.org/10.1111/j.1442-9993.1997.tb00682.x"
"vanDelft, GJ; Graves, JD; Fitter, AH; Pruiksma, MA",1997,"Spatial distribution and population dynamics of Striga hermonthica seeds in naturally infested farm soils","PLANT AND SOIL","10.1023/A:1004214015281","http://doi.org/10.1023/A:1004214015281"
"Taylor, SE; Oliver, LR",1997,"Sicklepod (Senna obtusifolia) seed production and viability as influenced by late-season postemergence herbicide applications","WEED SCIENCE","10.1017/S004317450008872X","http://doi.org/10.1017/S004317450008872X"
"Cosser, ND; Gooding, MJ; Thompson, AJ; FroudWilliams, RJ",1997,"Competitive ability and tolerance of organically grown wheat cultivars to natural weed infestations","ANNALS OF APPLIED BIOLOGY","10.1111/j.1744-7348.1997.tb07679.x","http://doi.org/10.1111/j.1744-7348.1997.tb07679.x"
"Hughes, JW; Cass, WB",1997,"Pattern and process of a floodplain forest, Vermont, USA: Predicted responses of vegetation to perturbation","JOURNAL OF APPLIED ECOLOGY","10.2307/2404910","http://doi.org/10.2307/2404910"
"Ambrosio, L; Dorado, J; DelMonte, JP",1997,"Assessment of the sample size to estimate the weed seedbank in soil","WEED RESEARCH","10.1046/j.1365-3180.1997.d01-22.x","http://doi.org/10.1046/j.1365-3180.1997.d01-22.x"
"Pakeman, RJ; Marshall, AG",1997,"The seedbanks of the Breckland heaths and heath grasslands, eastern England, and their relationship to the vegetation and the effects of management","JOURNAL OF BIOGEOGRAPHY","10.1046/j.1365-2699.1997.00127.x","http://doi.org/10.1046/j.1365-2699.1997.00127.x"
"Buhler, DD; Hartzler, RG; Forcella, F",1997,"Implications of weed seedbank dynamics to weed management","WEED SCIENCE","10.1017/S0043174500092948","http://doi.org/10.1017/S0043174500092948"
"Norris, RF",1997,"Weed Science Society of America weed biology survey","WEED SCIENCE","10.1017/S0043174500092961","http://doi.org/10.1017/S0043174500092961"
"Gallagher, RS; Cardina, J",1997,"Soil water thresholds for photoinduction of redroot pigweed germination","WEED SCIENCE","10.1017/S0043174500093073","http://doi.org/10.1017/S0043174500093073"
"GonzalezAndujar, JL",1997,"A matrix model for the population dynamics and vertical distribution of weed seedbanks","ECOLOGICAL MODELLING","10.1016/S0304-3800(96)00078-6","http://doi.org/10.1016/S0304-3800(96)00078-6"
"Cardina, J; Sparrow, DH",1997,"Temporal changes in velvetleaf (Abutilon theophrasti) seed dormancy","WEED SCIENCE","10.1017/S0043174500092481","http://doi.org/10.1017/S0043174500092481"
"Cardina, J; Norquay, HM",1997,"Seed production and seedbank dynamics in subthreshold velvetleaf (Abutilon theophrasti) populations","WEED SCIENCE","10.1017/S0043174500092511","http://doi.org/10.1017/S0043174500092511"
"Buhler, DD; King, RP; Swinton, SM; Gunsolus, JL; Forcella, F",1997,"Field evaluation of a bioeconomic model for weed management in soybean (Glycine max)","WEED SCIENCE","10.1017/S0043174500092626","http://doi.org/10.1017/S0043174500092626"
"Tsuyuzaki, S; Kanda, F",1996,"Revegetation patterns and seedbank structure on abandoned pastures in northern Japan","AMERICAN JOURNAL OF BOTANY","10.2307/2446097","http://doi.org/10.2307/2446097"
"Grundy, AC; Mead, A; Bond, W",1996,"Modelling the effect of weed-seed distribution in the soil profile on seedling emergence","WEED RESEARCH","10.1111/j.1365-3180.1996.tb01667.x","http://doi.org/10.1111/j.1365-3180.1996.tb01667.x"
"Pakeman, RJ; Hay, E",1996,"Heathland seedbanks under bracken Pteridium aquilinum (L) Kuhn and their importance for re-vegetation after bracken control","JOURNAL OF ENVIRONMENTAL MANAGEMENT","10.1006/jema.1996.0057","http://doi.org/10.1006/jema.1996.0057"
"Forcella, F; King, RP; Swinton, SM; Buhler, DD; Gunsolus, JL",1996,"Multi-year validation of a decision aid for integrated weed management in row crops","WEED SCIENCE","10.1017/S0043174500094492","http://doi.org/10.1017/S0043174500094492"
"Cook, GD; Setterfield, SA; Maddison, JP",1996,"Shrub invasion of a tropical wetland: Implications for weed management","ECOLOGICAL APPLICATIONS","10.2307/2269389","http://doi.org/10.2307/2269389"
"Thompson, LJ; Naeem, S",1996,"The effects of soil warming on plant recruitment","PLANT AND SOIL","10.1007/BF00029064","http://doi.org/10.1007/BF00029064"
"Dessaint, F; Barralis, G; Caixinhas, ML; Mayor, JP; Recasens, J; Zanin, G",1996,"Precision of soil seedbank sampling: How many soil cores?","WEED RESEARCH","10.1111/j.1365-3180.1996.tb01810.x","http://doi.org/10.1111/j.1365-3180.1996.tb01810.x"
"Cardina, J; Sparrow, DH; McCoy, EL",1996,"Spatial relationships between seedbank and seedling populations of common lambsquarters (Chenopodium album) and annual grasses","WEED SCIENCE","10.1017/S0043174500093929","http://doi.org/10.1017/S0043174500093929"
"Clements, DR; Benoit, DL; Murphy, SD; Swanton, CJ",1996,"Tillage effects on weed seed return and seedbank composition","WEED SCIENCE","10.1017/S0043174500093942","http://doi.org/10.1017/S0043174500093942"
"Maze, KE; Bond, WJ",1996,"Are Protea populations seed limited? Implications for wildflower harvesting in Cape fynbos","AUSTRALIAN JOURNAL OF ECOLOGY","10.1111/j.1442-9993.1996.tb00588.x","http://doi.org/10.1111/j.1442-9993.1996.tb00588.x"
"Auld, TD; Bradstock, RA",1996,"Soil temperatures after the passage of a fire: Do they influence the germination of buried seeds?","AUSTRALIAN JOURNAL OF ECOLOGY","10.1111/j.1442-9993.1996.tb00589.x","http://doi.org/10.1111/j.1442-9993.1996.tb00589.x"
"LuisCalabuig, E; Tarrega, R; Alonso, I",1996,"Seedling regeneration of two Cistus species after experimental disturbances","INTERNATIONAL JOURNAL OF WILDLAND FIRE","10.1071/WF9960013","http://doi.org/10.1071/WF9960013"
"Shaw, PJA",1996,"Role of seedbank substrates in the revegetation of fly ash and gypsum in the United Kingdom","RESTORATION ECOLOGY","10.1111/j.1526-100X.1996.tb00108.x","http://doi.org/10.1111/j.1526-100X.1996.tb00108.x"
"Smith, MC; Webb, M",1996,"Estimation of the seedbank of Striga spp (Scrophulariaceae) in Malian fields and the implications for a model of biocontrol of Striga hermonthica","WEED RESEARCH","10.1111/j.1365-3180.1996.tb01804.x","http://doi.org/10.1111/j.1365-3180.1996.tb01804.x"
"Oomes, MJM; VanderWerf, A",1996,"Restoration of species diversity in grasslands: The effect of grassland management and changes in ground water level","ACTA BOTANICA GALLICA","10.1080/12538078.1996.10515741","http://doi.org/10.1080/12538078.1996.10515741"
"Barralis, G; Dessaint, F; Chadoeuf, R",1996,"Relationship between the seedbank and the actual weed flora in agricultural soils in the Cote-d'Or.","AGRONOMIE","10.1051/agro:19960705","http://doi.org/10.1051/agro:19960705"
"Helliwell, DR; Buckley, GP; Fordham, SJ; Paul, TA",1996,"Vegetation succession on a relocated ancient woodland soil","FORESTRY","10.1093/forestry/69.1.57","http://doi.org/10.1093/forestry/69.1.57"
"Cardina, J; Sparrow, DH",1996,"A comparison of methods to predict weed seedling populations from the soil seedbank","WEED SCIENCE","10.1017/S004317450009353X","http://doi.org/10.1017/S004317450009353X"
"TSUYUZAKI, S",1995,"VEGETATION RECOVERY PATTERNS IN EARLY VOLCANIC SUCCESSION","JOURNAL OF PLANT RESEARCH","10.1007/BF02344349","http://doi.org/10.1007/BF02344349"
"LINDQUIST, JL; MAXWELL, BD; BUHLER, DD; GUNSOLUS, JL",1995,"VELVETLEAF (ABUTILON-THEOPHRASTI) RECRUITMENT, SURVIVAL, SEED PRODUCTION, AND INTERFERENCE IN SOYBEAN (GLYCINE-MAX)","WEED SCIENCE","10.1017/S004317450008111X","http://doi.org/10.1017/S004317450008111X"
"LINDQUIST, JL; MAXWELL, BD; BUHLER, DD; GUNSOLUS, JL",1995,"MODELING THE POPULATION-DYNAMICS AND ECONOMICS OF VELVETLEAF (ABUTILON-THEOPHRASTI) CONTROL IN A CORN (ZEA MAYS)-SOYBEAN (GLYCINE-MAX) ROTATION","WEED SCIENCE","10.1017/S0043174500081169","http://doi.org/10.1017/S0043174500081169"
"JOHNSON, WC; MULLINIX, BG",1995,"WEED MANAGEMENT IN PEANUT USING STALE SEEDBED TECHNIQUES","WEED SCIENCE","10.1017/S0043174500081200","http://doi.org/10.1017/S0043174500081200"
"JORDAN, N; MORTENSEN, DA; PRENZLOW, DM; COX, KC",1995,"SIMULATION ANALYSIS OF CROP-ROTATION EFFECTS ON WEED SEEDBANKS","AMERICAN JOURNAL OF BOTANY","10.2307/2445585","http://doi.org/10.2307/2445585"
"SELLS, JE",1995,"OPTIMIZING WEED MANAGEMENT USING STOCHASTIC DYNAMIC-PROGRAMMING TO TAKE ACCOUNT OF UNCERTAIN HERBICIDE PERFORMANCE","AGRICULTURAL SYSTEMS","10.1016/0308-521X(94)00016-K","http://doi.org/10.1016/0308-521X(94)00016-K"
"HARMER, R",1995,"NATURAL REGENERATION OF BROADLEAVED TREES IN BRITAIN .3. GERMINATION AND ESTABLISHMENT","FORESTRY","10.1093/forestry/68.1.1-b","http://doi.org/10.1093/forestry/68.1.1-b"
"AULD, TD",1995,"SOIL SEEDBANK PATTERNS OF 4 TREES AND SHRUBS FROM ARID AUSTRALIA","JOURNAL OF ARID ENVIRONMENTS","10.1016/S0140-1963(95)80062-X","http://doi.org/10.1016/S0140-1963(95)80062-X"
"ANDERSEN, UV",1995,"SUCCESSION AND SOIL DEVELOPMENT IN MAN-MADE COASTAL ECOSYSTEMS AT THE BALTIC SEA","NORDIC JOURNAL OF BOTANY","10.1111/j.1756-1051.1995.tb00126.x","http://doi.org/10.1111/j.1756-1051.1995.tb00126.x"
"TOUCHELL, DH; DIXON, XW",1994,"CRYOPRESERVATION FOR SEEDBANKING OF AUSTRALIAN SPECIES","ANNALS OF BOTANY","10.1006/anbo.1994.1152","http://doi.org/10.1006/anbo.1994.1152"
"SCHWEIZER, EE; WESTRA, P; LYBECKER, DW",1994,"CONTROLLING WEEDS IN CORN (ZEA-MAYS) ROWS WITH AN IN-ROW CULTIVATOR VERSUS DECISIONS MADE BY A COMPUTER-MODEL","WEED SCIENCE","10.1017/S0043174500077006","http://doi.org/10.1017/S0043174500077006"
"BRADSTOCK, RA; GILL, AM; HASTINGS, SM; MOORE, PHR",1994,"SURVIVAL OF SEROTINOUS SEEDBANKS DURING BUSHFIRES - COMPARATIVE-STUDIES OF HAKEA SPECIES FROM SOUTHEASTERN AUSTRALIA","AUSTRALIAN JOURNAL OF ECOLOGY","10.1111/j.1442-9993.1994.tb00490.x","http://doi.org/10.1111/j.1442-9993.1994.tb00490.x"
"ODUM, EP; PARK, TY; HUTCHESON, K",1994,"COMPARISON OF THE WEEDY VEGETATION IN OLD-FIELDS AND CROP FIELDS ON THE SAME SITE REVEALS THAT FALLOWING CROP FIELDS DOES NOT RESULT IN SEEDBACK BUILDUP OF AGRICULTURAL WEEDS","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/0167-8809(94)90054-X","http://doi.org/10.1016/0167-8809(94)90054-X"
"ADKINS, SW; ADKINS, AL",1994,"EFFECT OF POTASSIUM-NITRATE AND ETHEPHON ON FATE OF WILD OAT (AVENA-FATUA) SEED IN SOIL","WEED SCIENCE","10.1017/S004317450007661X","http://doi.org/10.1017/S004317450007661X"
"JOHNSON, WC; CARDINA, J; MULLINIX, BG",1994,"DYNAMICS OF SUBECONOMIC THRESHOLD POPULATIONS OF SICKLEPOD (CASSIA-OBTUSIFOLIA) IN A PEANUT-COTTON-CORN ROTATION","WEED SCIENCE","10.1017/S0043174500076633","http://doi.org/10.1017/S0043174500076633"
"CARSKY, RJ; SINGH, L; NDIKAWA, R",1994,"EFFECT OF HERBICIDE AND HANDWEEDING ON CURRENT AND SUBSEQUENT SEASON STRIGA-HERMONTHICA DENSITY ON SORGHUM","INTERNATIONAL JOURNAL OF PEST MANAGEMENT","10.1080/09670879409371866","http://doi.org/10.1080/09670879409371866"
"THILL, DC; ODONOVAN, JT; MALLORYSMITH, CA",1994,"INTEGRATED WEED MANAGEMENT STRATEGIES FOR DELAYING HERBICIDE RESISTANCE IN WILD OATS","PHYTOPROTECTION","10.7202/706072ar","http://doi.org/10.7202/706072ar"
"ROTHROCK, PE; SQUIERS, ER; SHEELEY, S",1993,"HETEROGENEITY AND SIZE OF A PERSISTENT SEEDBANK OF AMBROSIA-ARTEMISIIFOLIA L AND SETARIA-FABERI HERRM","BULLETIN OF THE TORREY BOTANICAL CLUB","10.2307/2996745","http://doi.org/10.2307/2996745"
"PERRY, JN; GONZALEZANDUJAR, JL",1993,"DISPERSAL IN A METAPOPULATION NEIGHBORHOOD MODEL OF AN ANNUAL PLANT WITH A SEEDBANK","JOURNAL OF ECOLOGY","10.2307/2261524","http://doi.org/10.2307/2261524"
"LOONEY, PB; GIBSON, DJ; BLYTH, A; COUSENS, MI",1993,"FLORA OF THE GULF ISLANDS NATIONAL SEASHORE, PERDIDO KEY, FLORIDA","BULLETIN OF THE TORREY BOTANICAL CLUB","10.2307/2996997","http://doi.org/10.2307/2996997"
"DESSAINT, F; CHADOEUF, R; BARRALIS, G",1993,"LONG-TERM INFLUENCE OF TILLING ON SPROUTING DENSITY OF ADVENTITIOUS PLANTS WITHOUT WEED MANAGEMENT","CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE","10.1139/b93-103","http://doi.org/10.1139/b93-103"
"QI, MQ; UPADHYAYA, MK",1993,"SEED-GERMINATION ECOPHYSIOLOGY OF MEADOW SALSIFY (TRAGOPOGON-PRATENSIS) AND WESTERN SALSIFY (TYLENCHORHYNCUS-DUBIUS)","WEED SCIENCE","10.1017/S0043174500052061","http://doi.org/10.1017/S0043174500052061"
"JORDAN, N",1993,"SIMULATION ANALYSIS OF WEED POPULATION-DYNAMICS IN RIDGE-TILLED FIELDS","WEED SCIENCE","10.1017/S0043174500052206","http://doi.org/10.1017/S0043174500052206"
"MCCLANAHAN, TR; WOLFE, RW",1993,"ACCELERATING FOREST SUCCESSION IN A FRAGMENTED LANDSCAPE - THE ROLE OF BIRDS AND PERCHES","CONSERVATION BIOLOGY","10.1046/j.1523-1739.1993.07020279.x","http://doi.org/10.1046/j.1523-1739.1993.07020279.x"
"BUHLER, DD; MAXWELL, BD",1993,"SEED SEPARATION AND ENUMERATION FROM SOIL USING K2CO3-CENTRIFUGATION AND IMAGE-ANALYSIS","WEED SCIENCE","10.1017/S0043174500076207","http://doi.org/10.1017/S0043174500076207"
"FORCELLA, F; ERADATOSKOUI, K; WAGNER, SW",1993,"APPLICATION OF WEED SEEDBANK ECOLOGY TO LOW-INPUT CROP MANAGEMENT","ECOLOGICAL APPLICATIONS","10.2307/1941793","http://doi.org/10.2307/1941793"
"SEABROOK, J",1993,"BIOTECHNOLOGY AND GENETIC DIVERSITY","RACE & CLASS","10.1177/030639689303400302","http://doi.org/10.1177/030639689303400302"
"DAVIS, ES; FAY, PK; CHICOINE, TK; LACEY, CA",1993,"PERSISTENCE OF SPOTTED KNAPWEED (CENTAUREA-MACULOSA) SEED IN SOIL","WEED SCIENCE","10.1017/S0043174500057581","http://doi.org/10.1017/S0043174500057581"
"LEGERE, A",1992,"CROP WEED MANAGEMENT AND THE DYNAMICS OF WEED SEEDBANKS - INTRODUCTION","WEED SCIENCE","10.1017/S0043174500058227","http://doi.org/10.1017/S0043174500058227"
"CAVERS, PB; KANE, M; OTOOLE, JJ",1992,"IMPORTANCE OF SEEDBANKS FOR ESTABLISHMENT OF NEWLY INTRODUCED WEEDS - A CASE-STUDY OF PROSO MILLET (PANICUM-MILIACEUM)","WEED SCIENCE","10.1017/S0043174500058239","http://doi.org/10.1017/S0043174500058239"
"FORCELLA, F; WILSON, RG; RENNER, KA; DEKKER, J; HARVEY, RG; ALM, DA; BUHLER, DD; CARDINA, J",1992,"WEED SEEDBANKS OF THE UNITED-STATES CORN BELT - MAGNITUDE, VARIATION, EMERGENCE, AND APPLICATION","WEED SCIENCE","10.1017/S0043174500058240","http://doi.org/10.1017/S0043174500058240"
"SCHREIBER, MM",1992,"INFLUENCE OF TILLAGE, CROP-ROTATION, AND WEED MANAGEMENT ON GIANT FOXTAIL (SETARIA-FABERI) POPULATION-DYNAMICS AND CORN YIELD","WEED SCIENCE","10.1017/S0043174500058252","http://doi.org/10.1017/S0043174500058252"
"BALL, DA",1992,"WEED SEEDBANK RESPONSE TO TILLAGE, HERBICIDES, AND CROP-ROTATION SEQUENCE","WEED SCIENCE","10.1017/S0043174500058264","http://doi.org/10.1017/S0043174500058264"
"BENOIT, DL; DERKSEN, DA; PANNETON, B",1992,"INNOVATIVE APPROACHES TO SEEDBANK STUDIES","WEED SCIENCE","10.1017/S0043174500058276","http://doi.org/10.1017/S0043174500058276"
"VANDERMEIJDEN, E; KLINKHAMER, PGL; DEJONG, TJ; VANWIJK, CAM",1992,"META-POPULATION DYNAMICS OF BIENNIAL PLANTS - HOW TO EXPLOIT TEMPORARY HABITATS","ACTA BOTANICA NEERLANDICA","10.1111/j.1438-8677.1992.tb01333.x","http://doi.org/10.1111/j.1438-8677.1992.tb01333.x"
"VOESENEK, LACJ; BLOM, CWPM",1992,"GERMINATION AND EMERGENCE OF RUMEX IN RIVER FLOOD-PLAINS .1. TIMING OF GERMINATION AND SEEDBANK CHARACTERISTICS","ACTA BOTANICA NEERLANDICA","10.1111/j.1438-8677.1992.tb01339.x","http://doi.org/10.1111/j.1438-8677.1992.tb01339.x"
"VOESENEK, LACJ; DEGRAAF, MCC; BLOM, CWPM",1992,"GERMINATION AND EMERGENCE OF RUMEX IN RIVER FLOOD-PLAINS .2. THE ROLE OF PERIANTH, TEMPERATURE, LIGHT AND HYPOXIA","ACTA BOTANICA NEERLANDICA","10.1111/j.1438-8677.1992.tb01340.x","http://doi.org/10.1111/j.1438-8677.1992.tb01340.x"
"GEORGE, MR; BROWN, JR; CLAWSON, WJ",1992,"APPLICATION OF NONEQUILIBRIUM ECOLOGY TO MANAGEMENT OF MEDITERRANEAN GRASSLANDS","JOURNAL OF RANGE MANAGEMENT","10.2307/4002898","http://doi.org/10.2307/4002898"
"ANDERSEN, MR; DEPUIT, EJ; ABERNETHY, RH; KLEINMAN, LH",1992,"VALUE OF MOUNTAIN RYE FOR SUPPRESSION OF ANNUAL BROMEGRASSES ON SEMIARID MINED LANDS","JOURNAL OF RANGE MANAGEMENT","10.2307/4003080","http://doi.org/10.2307/4003080"
"DICKIE, JB; BALICK, MJ; LININGTON, IM",1992,"EXPERIMENTAL INVESTIGATIONS INTO THE FEASIBILITY OF EXSITU PRESERVATION OF PALM SEEDS - AN ALTERNATIVE STRATEGY FOR BIOLOGICAL CONSERVATION OF THIS ECONOMICALLY IMPORTANT PLANT FAMILY","BIODIVERSITY AND CONSERVATION","10.1007/BF00731038","http://doi.org/10.1007/BF00731038"
"POWLES, SB; TUCKER, ES; MORGAN, TR",1992,"ERADICATION OF PARAQUAT-RESISTANT HORDEUM-GLAUCUM STEUD - BY PREVENTION OF SEED PRODUCTION FOR 3 YEARS","WEED RESEARCH","10.1111/j.1365-3180.1992.tb01879.x","http://doi.org/10.1111/j.1365-3180.1992.tb01879.x"
"ROUNDY, BA; YOUNG, JA; SUMRALL, LB; LIVINGSTON, M",1992,"LABORATORY GERMINATION RESPONSES OF 3 LOVEGRASSES TO TEMPERATURE IN RELATION TO SEEDBED TEMPERATURES","JOURNAL OF RANGE MANAGEMENT","10.2307/4002983","http://doi.org/10.2307/4002983"
"WILSON, BJ; LAWSON, HM",1992,"SEEDBANK PERSISTENCE AND SEEDLING EMERGENCE OF 7 WEED SPECIES IN AUTUMN-SOWN CROPS FOLLOWING A SINGLE YEARS SEEDING","ANNALS OF APPLIED BIOLOGY","10.1111/j.1744-7348.1992.tb03408.x","http://doi.org/10.1111/j.1744-7348.1992.tb03408.x"
