PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Pakeman, RJ; Marshall, AG",,,,"Pakeman, RJ; Marshall, AG",,,"The seedbanks of the Breckland heaths and heath grasslands, eastern England, and their relationship to the vegetation and the effects of management",JOURNAL OF BIOGEOGRAPHY,,,,,,,,,,,,,,,,"Pakeman, Robin Jeffrey/P-7338-2015","Pakeman, Robin Jeffrey/0000-0001-6248-4133",,,,,,,,,,,,0305-0270,,,,,MAY,1997,24,3,,,,,375,390,,10.1046/j.1365-2699.1997.00127.x,,,,,,,WOS:A1997XR80000008,,,,,
J,"Buhler, DD; Hartzler, RG; Forcella, F",,,,"Buhler, DD; Hartzler, RG; Forcella, F",,,Implications of weed seedbank dynamics to weed management,WEED SCIENCE,,,,,"Symposium on the Importance of Weed Biology to Weed Management, at the Weed-Science-Society-of-America Meeting","FEB   06, 1996","NORFOLK, VA",Weed Sci Soc Amer,,,,,,,,"Hartzler, Robert/B-5690-2018","Hartzler, Robert/0000-0002-1323-7213",,,,,,,,,,,,0043-1745,,,,,MAY-JUN,1997,45,3,,,,,329,336,,10.1017/S0043174500092948,,,,,,,WOS:A1997XG95700003,,,,,
J,"Norris, RF",,,,"Norris, RF",,,Weed Science Society of America weed biology survey,WEED SCIENCE,,,,,"Symposium on the Importance of Weed Biology to Weed Management, at the Weed-Science-Society-of-America Meeting","FEB   06, 1996","NORFOLK, VA",Weed Sci Soc Amer,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,MAY-JUN,1997,45,3,,,,,343,348,,10.1017/S0043174500092961,,,,,,,WOS:A1997XG95700005,,,,,
J,"Gallagher, RS; Cardina, J",,,,"Gallagher, RS; Cardina, J",,,Soil water thresholds for photoinduction of redroot pigweed germination,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,MAY-JUN,1997,45,3,,,,,414,418,,10.1017/S0043174500093073,,,,,,,WOS:A1997XG95700016,,,,,
J,"GonzalezAndujar, JL",,,,"GonzalezAndujar, JL",,,A matrix model for the population dynamics and vertical distribution of weed seedbanks,ECOLOGICAL MODELLING,,,,,,,,,,,,,,,,"GONZALEZ-ANDUJAR, JOSE L./G-5671-2013","GONZALEZ-ANDUJAR, JOSE L./0000-0003-2356-4098",,,,,,,,,,,,0304-3800,,,,,APR 15,1997,97,1-2,,,,,117,120,,10.1016/S0304-3800(96)00078-6,,,,,,,WOS:A1997WY09000010,,,,,
J,"Voll, E; Karam, D; Gazziero, DLP",,,,"Voll, E; Karam, D; Gazziero, DLP",,,Population dynamics of capim-colchao (Digitaria horizontalis Willd) by soil and herbicide managements,PESQUISA AGROPECUARIA BRASILEIRA,,,,,,,,,,,,,,,,"karam, decio/F-2661-2015; Karam, Decio/D-1290-2011","karam, decio/0000-0001-8389-5978; ",,,,,,,,,,,,0100-204X,,,,,APR,1997,32,4,,,,,373,378,,,,,,,,,WOS:A1997WR38100006,,,,,
J,"Smyth, MJ; Sheppard, AW; Swirepik, A",,,,"Smyth, MJ; Sheppard, AW; Swirepik, A",,,The effect of grazing on seed production in Echium plantagineum,WEED RESEARCH,,,,,,,,,,,,,,,,"Sheppard, Andy W/C-1045-2009","Sheppard, Andy W/0000-0002-6188-7122",,,,,,,,,,,,0043-1737,,,,,APR,1997,37,2,,,,,63,70,,,,,,,,,WOS:A1997XA57400001,,,,,
S,"Grundy, AC",,,BRIT CROP PROTECT COUNCIL; BRIT CROP PROTECT COUNCIL; BRIT CROP PROTECT COUNCIL,"Grundy, AC",,,Implications of aggregated weed seed distribution for weed seedbank studies,"1997 BRIGHTON CROP PROTECTION CONFERENCE - WEEDS, CONFERENCE PROCEEDINGS VOLS 1-3",PROCEEDINGS - BRIGHTON CROP PROTECTION CONFERENCE,,,,1997 Brighton Crop Protection Conference,"NOV 17-20, 1997","BRIGHTON, ENGLAND",British Crop Protect Council,,,,,,,,,,,,,,,,,,,,,0955-1506,,1-901396-45-2,,,,1997,,,,,,,619,620,,,,,,,,,WOS:000071437600085,,,,,
S,"Mortensen, DA; Dieleman, JA",,,BRIT CROP PROTECT COUNCIL; BRIT CROP PROTECT COUNCIL; BRIT CROP PROTECT COUNCIL,"Mortensen, DA; Dieleman, JA",,,The biology underlying weed management treatment maps in maize,"1997 BRIGHTON CROP PROTECTION CONFERENCE - WEEDS, CONFERENCE PROCEEDINGS VOLS 1-3",PROCEEDINGS - BRIGHTON CROP PROTECTION CONFERENCE,,,,1997 Brighton Crop Protection Conference,"NOV 17-20, 1997","BRIGHTON, ENGLAND",British Crop Protect Council,,,,,,,,,,,,,,,,,,,,,0955-1506,,1-901396-45-2,,,,1997,,,,,,,645,648,,,,,,,,,WOS:000071437600092,,,,,
S,"Madafiglio, GP; Medd, RW; Sole, TA; Cornish, PS",,,BRIT CROP PROTECT COUNCIL; BRIT CROP PROTECT COUNCIL; BRIT CROP PROTECT COUNCIL,"Madafiglio, GP; Medd, RW; Sole, TA; Cornish, PS",,,Evaluation of seed kill as a broadleaf weed control technique in wheat,"1997 BRIGHTON CROP PROTECTION CONFERENCE - WEEDS, CONFERENCE PROCEEDINGS VOLS 1-3",PROCEEDINGS - BRIGHTON CROP PROTECTION CONFERENCE,,,,1997 Brighton Crop Protection Conference,"NOV 17-20, 1997","BRIGHTON, ENGLAND",British Crop Protect Council,,,,,,,,,,,,,,,,,,,,,0955-1506,,1-901396-45-2,,,,1997,,,,,,,1031,1036,,,,,,,,,WOS:000071437600162,,,,,
B,"Clement, SL; Graves, W; Cunningham, P; Nebling, V; Bounejmate, W; Saidi, S; Baya, B; Chakroun, M; Mezni, A; Porqueddu, C",,"Bacon, CW; Hill, NS",,"Clement, SL; Graves, W; Cunningham, P; Nebling, V; Bounejmate, W; Saidi, S; Baya, B; Chakroun, M; Mezni, A; Porqueddu, C",,,Acremonium endophytes in Mediterranean tall fescue,NEOTYPHODIUM/GRASS INTERACTIONS,,,,,3rd International Symposium on Acremonium/Grass Interactions,"MAY 28-31, 1997","ATHENS, GA",,,,,,,,,,,,,,,,,,,,,,,,0-306-45688-5,,,,1997,,,,,,,49,51,,,,,,,,,WOS:000071070200007,,,,,
B,"Rahman, A; James, TK; Waller, JE; Grbavac, N",,,NEW ZEALAND PLANT PROTECT SOC INC,"Rahman, A; James, TK; Waller, JE; Grbavac, N",,,Soil sampling studies for estimation of weed seedbanks,PROCEEDINGS OF THE FIFTIETH NEW ZEALAND PLANT PROTECTION CONFERENCE,,,,,50th New Zealand Plant Protection Conference,"AUG 18-21, 1997","LINCOLN UNIV, CANTERBURY, NEW ZEALAND",New Zealand Plant Protect Soc Inc,LINCOLN UNIV,,,,,,,"O'Callaghan, Maureen/J-2809-2013","O'Callaghan, Maureen/0000-0001-7406-3854",,,,,,,,,,,,,,,,,,1997,,,,,,,447,452,,,,,,,,,WOS:A1997BJ70Z00085,,,,,
J,"Pita, JM; Barrero, S; Escudero, A",,,,"Pita, JM; Barrero, S; Escudero, A",,,Cryopreservation: an alternative method for the conservation of endangered populations of two Iberian pines (Pinus nigra Arnold and Pinus sylvestris L.),SILVAE GENETICA,,,,,,,,,,,,,,,,"Escudero, Adrian/H-5046-2015","Escudero, Adrian/0000-0002-1427-5465",,,,,,,,,,,,0037-5349,,,,,,1997,46,4,,,,,250,252,,,,,,,,,WOS:000071069700013,,,,,
J,"Cardina, J; Sparrow, DH",,,,"Cardina, J; Sparrow, DH",,,Temporal changes in velvetleaf (Abutilon theophrasti) seed dormancy,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1997,45,1,,,,,61,66,,10.1017/S0043174500092481,,,,,,,WOS:A1997WT49100009,,,,,
J,"Cardina, J; Norquay, HM",,,,"Cardina, J; Norquay, HM",,,Seed production and seedbank dynamics in subthreshold velvetleaf (Abutilon theophrasti) populations,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1997,45,1,,,,,85,90,,10.1017/S0043174500092511,,,,,,,WOS:A1997WT49100012,,,,,
J,"Buhler, DD; King, RP; Swinton, SM; Gunsolus, JL; Forcella, F",,,,"Buhler, DD; King, RP; Swinton, SM; Gunsolus, JL; Forcella, F",,,Field evaluation of a bioeconomic model for weed management in soybean (Glycine max),WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1997,45,1,,,,,158,165,,10.1017/S0043174500092626,,,,,,,WOS:A1997WT49100023,,,,,
J,"Olson, BE; Wallander, RT; Fay, PK",,,,"Olson, BE; Wallander, RT; Fay, PK",,,Intensive cattle grazing of oxeye daisy (Chrysanthemum leucanthemum),WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,,,,,JAN-MAR,1997,11,1,,,,,176,181,,,,,,,,,WOS:A1997WX37900031,,,,,
J,"Tsuyuzaki, S; Kanda, F",,,,"Tsuyuzaki, S; Kanda, F",,,Revegetation patterns and seedbank structure on abandoned pastures in northern Japan,AMERICAN JOURNAL OF BOTANY,,,,,,,,,,,,,,,,"Tsuyuzaki, Shiro/F-9090-2012","Tsuyuzaki, Shiro/0000-0003-3010-8699",,,,,,,,,,,,0002-9122,,,,,NOV,1996,83,11,,,,,1422,1428,,10.2307/2446097,,,,,,,WOS:A1996VT91000006,,,,,
J,"Grundy, AC; Mead, A; Bond, W",,,,"Grundy, AC; Mead, A; Bond, W",,,Modelling the effect of weed-seed distribution in the soil profile on seedling emergence,WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,,,,,OCT,1996,36,5,,,,,375,384,,10.1111/j.1365-3180.1996.tb01667.x,,,,,,,WOS:A1996VV42800001,,,,,
J,"Pakeman, RJ; Hay, E",,,,"Pakeman, RJ; Hay, E",,,Heathland seedbanks under bracken Pteridium aquilinum (L) Kuhn and their importance for re-vegetation after bracken control,JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,,,,,,,,,,,,,,"Pakeman, Robin Jeffrey/P-7338-2015","Pakeman, Robin Jeffrey/0000-0001-6248-4133",,,,,,,,,,,,0301-4797,1095-8630,,,,AUG,1996,47,4,,,,,329,339,,10.1006/jema.1996.0057,,,,,,,WOS:A1996VF63400003,,,,,
J,"Forcella, F; King, RP; Swinton, SM; Buhler, DD; Gunsolus, JL",,,,"Forcella, F; King, RP; Swinton, SM; Buhler, DD; Gunsolus, JL",,,Multi-year validation of a decision aid for integrated weed management in row crops,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JUL-SEP,1996,44,3,,,,,650,661,,10.1017/S0043174500094492,,,,,,,WOS:A1996VE21000033,,,,,
J,"Hartzler, RG",,,,"Hartzler, RG",,,Velvetleaf (Abutilon theophrasti) population dynamics following a single year's seed rain,WEED TECHNOLOGY,,,,,,,,,,,,,,,,"Hartzler, Robert/B-5690-2018","Hartzler, Robert/0000-0002-1323-7213",,,,,,,,,,,,0890-037X,,,,,JUL-SEP,1996,10,3,,,,,581,586,,,,,,,,,WOS:A1996VB91300020,,,,,
J,"Cook, GD; Setterfield, SA; Maddison, JP",,,,"Cook, GD; Setterfield, SA; Maddison, JP",,,Shrub invasion of a tropical wetland: Implications for weed management,ECOLOGICAL APPLICATIONS,,,,,,,,,,,,,,,,"Cook, Garry D/F-9270-2010; Setterfield, Samantha/E-1720-2011","Setterfield, Samantha/0000-0002-7470-4997",,,,,,,,,,,,1051-0761,,,,,MAY,1996,6,2,,,,,531,537,,10.2307/2269389,,,,,,,WOS:A1996UH48500022,,,,,
J,"Thompson, LJ; Naeem, S",,,,"Thompson, LJ; Naeem, S",,,The effects of soil warming on plant recruitment,PLANT AND SOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0032-079X,,,,,MAY,1996,182,2,,,,,339,343,,10.1007/BF00029064,,,,,,,WOS:A1996VW63100016,,,,,
J,"Dessaint, F; Barralis, G; Caixinhas, ML; Mayor, JP; Recasens, J; Zanin, G",,,,"Dessaint, F; Barralis, G; Caixinhas, ML; Mayor, JP; Recasens, J; Zanin, G",,,Precision of soil seedbank sampling: How many soil cores?,WEED RESEARCH,,,,,,,,,,,,,,,,"Recasens, Jordi/AAB-2928-2020; Recasens, Jordi/B-3970-2011; DESSAINT, Fabrice/F-1102-2014","Recasens, Jordi/0000-0002-8799-9958; DESSAINT, Fabrice/0000-0001-9135-598X",,,,,,,,,,,,0043-1737,,,,,APR,1996,36,2,,,,,143,151,,10.1111/j.1365-3180.1996.tb01810.x,,,,,,,WOS:A1996UH10900005,,,,,
J,"Cardina, J; Sparrow, DH; McCoy, EL",,,,"Cardina, J; Sparrow, DH; McCoy, EL",,,Spatial relationships between seedbank and seedling populations of common lambsquarters (Chenopodium album) and annual grasses,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,APR-JUN,1996,44,2,,,,,298,308,,10.1017/S0043174500093929,,,,,,,WOS:A1996UL53900014,,,,,
J,"Clements, DR; Benoit, DL; Murphy, SD; Swanton, CJ",,,,"Clements, DR; Benoit, DL; Murphy, SD; Swanton, CJ",,,Tillage effects on weed seed return and seedbank composition,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,APR-JUN,1996,44,2,,,,,314,322,,10.1017/S0043174500093942,,,,,,,WOS:A1996UL53900016,,,,,
J,"Maze, KE; Bond, WJ",,,,"Maze, KE; Bond, WJ",,,Are Protea populations seed limited? Implications for wildflower harvesting in Cape fynbos,AUSTRALIAN JOURNAL OF ECOLOGY,,,,,,,,,,,,,,,,,"Bond, William/0000-0002-3441-2084",,,,,,,,,,,,0307-692X,,,,,MAR,1996,21,1,,,,,96,105,,10.1111/j.1442-9993.1996.tb00588.x,,,,,,,WOS:A1996UH67300009,,,,,
J,"Auld, TD; Bradstock, RA",,,,"Auld, TD; Bradstock, RA",,,Soil temperatures after the passage of a fire: Do they influence the germination of buried seeds?,AUSTRALIAN JOURNAL OF ECOLOGY,,,,,,,,,,,,,,,,,"Auld, Tony/0000-0002-8766-2829",,,,,,,,,,,,0307-692X,,,,,MAR,1996,21,1,,,,,106,109,,10.1111/j.1442-9993.1996.tb00589.x,,,,,,,WOS:A1996UH67300010,,,,,
J,"LuisCalabuig, E; Tarrega, R; Alonso, I",,,,"LuisCalabuig, E; Tarrega, R; Alonso, I",,,Seedling regeneration of two Cistus species after experimental disturbances,INTERNATIONAL JOURNAL OF WILDLAND FIRE,,,,,,,,,,,,,,,,"Tarrega, Reyes/J-7975-2017","Tarrega, Reyes/0000-0002-1076-0092; Alonso, Isabel/0000-0002-9048-6870",,,,,,,,,,,,1049-8001,,,,,MAR,1996,6,1,,,,,13,19,,10.1071/WF9960013,,,,,,,WOS:A1996UL00500004,,,,,
J,"Shaw, PJA",,,,"Shaw, PJA",,,Role of seedbank substrates in the revegetation of fly ash and gypsum in the United Kingdom,RESTORATION ECOLOGY,,,,,,,,,,,,,,,,"Shaw, Peter/G-3688-2010",,,,,,,,,,,,,1061-2971,,,,,MAR,1996,4,1,,,,,61,70,,10.1111/j.1526-100X.1996.tb00108.x,,,,,,,WOS:A1996UA63500008,,,,,
J,"Smith, MC; Webb, M",,,,"Smith, MC; Webb, M",,,Estimation of the seedbank of Striga spp (Scrophulariaceae) in Malian fields and the implications for a model of biocontrol of Striga hermonthica,WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,,,,,FEB,1996,36,1,,,,,85,92,,10.1111/j.1365-3180.1996.tb01804.x,,,,,,,WOS:A1996UC93700010,,,,,
J,"Oomes, MJM; VanderWerf, A",,,,"Oomes, MJM; VanderWerf, A",,,Restoration of species diversity in grasslands: The effect of grassland management and changes in ground water level,ACTA BOTANICA GALLICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253-8078,,,,,,1996,143,4-5,,,,,451,461,,10.1080/12538078.1996.10515741,,,,,,,WOS:A1996XZ61700023,,,,,
J,"Barralis, G; Dessaint, F; Chadoeuf, R",,,,"Barralis, G; Dessaint, F; Chadoeuf, R",,,Relationship between the seedbank and the actual weed flora in agricultural soils in the Cote-d'Or.,AGRONOMIE,,,,,,,,,,,,,,,,"DESSAINT, Fabrice/F-1102-2014","DESSAINT, Fabrice/0000-0001-9135-598X",,,,,,,,,,,,0249-5627,,,,,,1996,16,7,,,,,453,463,,10.1051/agro:19960705,,,,,,,WOS:A1996VT85700006,,,,,
J,"Helliwell, DR; Buckley, GP; Fordham, SJ; Paul, TA",,,,"Helliwell, DR; Buckley, GP; Fordham, SJ; Paul, TA",,,Vegetation succession on a relocated ancient woodland soil,FORESTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0015-752X,,,,,,1996,69,1,,,,,57,74,,10.1093/forestry/69.1.57,,,,,,,WOS:A1996TV78200007,,,,,
S,"Perez-Garcia, F; Gonzalez-Benito, ME; Perez, C; Gomez-Campo, C",,"Dias, JS; Crute, I; Monteiro, AA",,"Perez-Garcia, F; Gonzalez-Benito, ME; Perez, C; Gomez-Campo, C",,,Effect of cryopreservation on Brassica seeds germination,INTERNATIONAL SYMPOSIUM ON BRASSICAS: NINTH CRUCIFER GENETICS WORKSHOP,ACTA HORTICULTURAE,,,,ISHS Symposium on Brassicas/9th Crucifer Genetics Workshop,"NOV 15-19, 1994","LISBON, PORTUGAL","Int Soc Hort Sci, Commiss European Union, Portuguese Hort Assoc",,,,,,,,"Gonzalez-Benito, M. Elena/K-8314-2013","Gonzalez-Benito, M. Elena/0000-0002-6330-332X",,,,,,,,,,,,0567-7572,,90-6605-748-3,,,,1996,,407,,,,,255,260,,10.17660/ActaHortic.1996.407.31,,,,,,,WOS:000071638600031,,,,,
B,"Rahman, A; James, TK; Grbavac, N; Mellsop, J",,,NEW ZEALAND PLANT PROTECT SOC INC,"Rahman, A; James, TK; Grbavac, N; Mellsop, J",,,Spatial distribution of weed seedbank in maize cropping fields,PROCEEDINGS OF THE FORTY NINTH NEW ZEALAND PLANT PROTECTION CONFERENCE,,,,,49th New-Zealand Plant Protection Conference,"AUG 13-15, 1996","NELSON, NEW ZEALAND",New Zealand Plant Protect Soc Inc,,,,,,,,"O'Callaghan, Maureen/J-2809-2013","O'Callaghan, Maureen/0000-0001-7406-3854",,,,,,,,,,,,,,,,,,1996,,,,,,,291,295,,,,,,,,,WOS:A1996BJ71G00059,,,,,
B,"Forcella, F; Durgan, BR; Buhler, DD",,"Brown, H; Cussans, GW; Devine, MD; Duke, SO; FernandezQuintanilla, C; Helweg, A; Labrada, RE; Landes, M; Kudsk, P; Streibig, JC",,"Forcella, F; Durgan, BR; Buhler, DD",,,Management of weed seedbanks,"SECOND INTERNATIONAL WEED CONTROL CONGRESS - PROCEEDINGS, VOLS 1-4",,,,,2nd International Weed Control Congress,"JUN 25-28, 1996","COPENHAGEN, DENMARK","AgrEvo, BASF, Bayer, CFPI, CIBA, DowElanco, DuPont Agr Prod, Griffin Corp, Hardi Int, Herbicide Resistance Action Comm, Ishihara Sangyo Kaisha Ltd, ISK Biosci Corp, LG Chem Ltd, Monsanto Europe Africa, Rhone Poulenc, Ricerca Inc, Sandoz Agro Inc, Stewart Agr Res, Zeneca Agrochem, Danida, Danish Environm Protect Agcy, Danish Inst Plant & Soil Sci, Danish Vet & Agr Res Council, Commiss European Communities, FAO, Federat Danish Farmers Unions, Royal Vet & Agr Univ, Thomas B Thrige Fund",,,,,,,,,,,,,,,,,,,,,,,87-984996-1-0,,,,1996,,,,,,,21,26,,,,,,,,,WOS:000076408300003,,,,,
B,"Dessaint, F; Chadoeuf, R; Barralis, G",,"Brown, H; Cussans, GW; Devine, MD; Duke, SO; FernandezQuintanilla, C; Helweg, A; Labrada, RE; Landes, M; Kudsk, P; Streibig, JC",,"Dessaint, F; Chadoeuf, R; Barralis, G",,,Influence of tillage on the vertical distribution of simulated plastic seeds,"SECOND INTERNATIONAL WEED CONTROL CONGRESS - PROCEEDINGS, VOLS 1-4",,,,,2nd International Weed Control Congress,"JUN 25-28, 1996","COPENHAGEN, DENMARK","AgrEvo, BASF, Bayer, CFPI, CIBA, DowElanco, DuPont Agr Prod, Griffin Corp, Hardi Int, Herbicide Resistance Action Comm, Ishihara Sangyo Kaisha Ltd, ISK Biosci Corp, LG Chem Ltd, Monsanto Europe Africa, Rhone Poulenc, Ricerca Inc, Sandoz Agro Inc, Stewart Agr Res, Zeneca Agrochem, Danida, Danish Environm Protect Agcy, Danish Inst Plant & Soil Sci, Danish Vet & Agr Res Council, Commiss European Communities, FAO, Federat Danish Farmers Unions, Royal Vet & Agr Univ, Thomas B Thrige Fund",,,,,,,,"DESSAINT, Fabrice/F-1102-2014","DESSAINT, Fabrice/0000-0001-9135-598X",,,,,,,,,,,,,,87-984996-1-0,,,,1996,,,,,,,95,100,,,,,,,,,WOS:000076408300015,,,,,
B,"Blecharczyk, A; Skrzypczak, G; Pudelko, J",,"Brown, H; Cussans, GW; Devine, MD; Duke, SO; FernandezQuintanilla, C; Helweg, A; Labrada, RE; Landes, M; Kudsk, P; Streibig, JC",,"Blecharczyk, A; Skrzypczak, G; Pudelko, J",,,Weed seedbank response to continuous cropping and fertilization,"SECOND INTERNATIONAL WEED CONTROL CONGRESS - PROCEEDINGS, VOLS 1-4",,,,,2nd International Weed Control Congress,"JUN 25-28, 1996","COPENHAGEN, DENMARK","AgrEvo, BASF, Bayer, CFPI, CIBA, DowElanco, DuPont Agr Prod, Griffin Corp, Hardi Int, Herbicide Resistance Action Comm, Ishihara Sangyo Kaisha Ltd, ISK Biosci Corp, LG Chem Ltd, Monsanto Europe Africa, Rhone Poulenc, Ricerca Inc, Sandoz Agro Inc, Stewart Agr Res, Zeneca Agrochem, Danida, Danish Environm Protect Agcy, Danish Inst Plant & Soil Sci, Danish Vet & Agr Res Council, Commiss European Communities, FAO, Federat Danish Farmers Unions, Royal Vet & Agr Univ, Thomas B Thrige Fund",,,,,,,,,,,,,,,,,,,,,,,87-984996-1-0,,,,1996,,,,,,,247,252,,,,,,,,,WOS:000076408300040,,,,,
B,"Rasmussen, J",,"Brown, H; Cussans, GW; Devine, MD; Duke, SO; FernandezQuintanilla, C; Helweg, A; Labrada, RE; Landes, M; Kudsk, P; Streibig, JC",,"Rasmussen, J",,,Mechanical weed management,"SECOND INTERNATIONAL WEED CONTROL CONGRESS - PROCEEDINGS, VOLS 1-4",,,,,2nd International Weed Control Congress,"JUN 25-28, 1996","COPENHAGEN, DENMARK","AgrEvo, BASF, Bayer, CFPI, CIBA, DowElanco, DuPont Agr Prod, Griffin Corp, Hardi Int, Herbicide Resistance Action Comm, Ishihara Sangyo Kaisha Ltd, ISK Biosci Corp, LG Chem Ltd, Monsanto Europe Africa, Rhone Poulenc, Ricerca Inc, Sandoz Agro Inc, Stewart Agr Res, Zeneca Agrochem, Danida, Danish Environm Protect Agcy, Danish Inst Plant & Soil Sci, Danish Vet & Agr Res Council, Commiss European Communities, FAO, Federat Danish Farmers Unions, Royal Vet & Agr Univ, Thomas B Thrige Fund",,,,,,,,,,,,,,,,,,,,,,,87-984996-1-0,,,,1996,,,,,,,943,948,,,,,,,,,WOS:000076408300142,,,,,
J,"Cardina, J; Sparrow, DH",,,,"Cardina, J; Sparrow, DH",,,A comparison of methods to predict weed seedling populations from the soil seedbank,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JAN-MAR,1996,44,1,,,,,46,51,,10.1017/S004317450009353X,,,,,,,WOS:A1996UA33100008,,,,,
J,"Westra, P; Pearson, CH; Ristau, R; Schweissing, F",,,,"Westra, P; Pearson, CH; Ristau, R; Schweissing, F",,,Venice mallow (Hibiscus trionum) seed production and persistence in soil in Colorado,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,"Westra, Philip/0000-0001-8488-8833",,,,,,,,,,,,0890-037X,,,,,JAN-MAR,1996,10,1,,,,,22,28,,,,,,,,,WOS:A1996UF10300003,,,,,
J,"Wiles, LJ; Barlin, DH; Schweizer, EE; Duke, HR; Whitt, DE",,,,"Wiles, LJ; Barlin, DH; Schweizer, EE; Duke, HR; Whitt, DE",,,A new soil sampler and elutriator for collecting and extracting weed seeds from soil,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,,,,,JAN-MAR,1996,10,1,,,,,35,41,,,,,,,,,WOS:A1996UF10300005,,,,,
J,"DelArco, MJS; Torner, C; Quintanilla, CF",,,,"DelArco, MJS; Torner, C; Quintanilla, CF",,,Seed dynamics in populations of Avena sterilis ssp ludoviciana,WEED RESEARCH,,,,,,,,,,,,,,,,"Fernandez-Quintanilla, Cesar/L-3944-2017","Fernandez-Quintanilla, Cesar/0000-0002-2886-9176",,,,,,,,,,,,0043-1737,,,,,DEC,1995,35,6,,,,,477,487,,,,,,,,,WOS:A1995TR75100006,,,,,
J,"TSUYUZAKI, S",,,,"TSUYUZAKI, S",,,VEGETATION RECOVERY PATTERNS IN EARLY VOLCANIC SUCCESSION,JOURNAL OF PLANT RESEARCH,,,,,,,,,,,,,,,,"Tsuyuzaki, Shiro/F-9090-2012","Tsuyuzaki, Shiro/0000-0003-3010-8699",,,,,,,,,,,,0918-9440,,,,,JUN,1995,108,1090,,,,,241,248,,10.1007/BF02344349,,,,,,,WOS:A1995RN06700011,,,,,
J,"GRILZ, PL; ROMO, JT",,,,"GRILZ, PL; ROMO, JT",,,MANAGEMENT CONSIDERATIONS FOR CONTROLLING SMOOTH BROME ON FESCUE PRAIRIE,NATURAL AREAS JOURNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0885-8608,,,,,APR,1995,15,2,,,,,148,156,,,,,,,,,WOS:A1995QW03900007,,,,,
J,"LINDQUIST, JL; MAXWELL, BD; BUHLER, DD; GUNSOLUS, JL",,,,"LINDQUIST, JL; MAXWELL, BD; BUHLER, DD; GUNSOLUS, JL",,,"VELVETLEAF (ABUTILON-THEOPHRASTI) RECRUITMENT, SURVIVAL, SEED PRODUCTION, AND INTERFERENCE IN SOYBEAN (GLYCINE-MAX)",WEED SCIENCE,,,,,,,,,,,,,,,,"Lindquist, John L/D-8656-2012",,,,,,,,,,,,,0043-1745,,,,,APR-JUN,1995,43,2,,,,,226,232,,10.1017/S004317450008111X,,,,,,,WOS:A1995RB70200012,,,,,
J,"LINDQUIST, JL; MAXWELL, BD; BUHLER, DD; GUNSOLUS, JL",,,,"LINDQUIST, JL; MAXWELL, BD; BUHLER, DD; GUNSOLUS, JL",,,MODELING THE POPULATION-DYNAMICS AND ECONOMICS OF VELVETLEAF (ABUTILON-THEOPHRASTI) CONTROL IN A CORN (ZEA MAYS)-SOYBEAN (GLYCINE-MAX) ROTATION,WEED SCIENCE,,,,,,,,,,,,,,,,"Lindquist, John L/D-8656-2012",,,,,,,,,,,,,0043-1745,,,,,APR-JUN,1995,43,2,,,,,269,275,,10.1017/S0043174500081169,,,,,,,WOS:A1995RB70200017,,,,,
J,"JOHNSON, WC; MULLINIX, BG",,,,"JOHNSON, WC; MULLINIX, BG",,,WEED MANAGEMENT IN PEANUT USING STALE SEEDBED TECHNIQUES,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,APR-JUN,1995,43,2,,,,,293,297,,10.1017/S0043174500081200,,,,,,,WOS:A1995RB70200021,,,,,
