PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Jaganathan, GK				Jaganathan, Ganesh K.			Physical dormancy alleviation and soil seed bank establishment in Cassia roxburghii is determined by soil microsite characteristics	FLORA																													0367-2530	1618-0585				JUL	2018	244						19	23		10.1016/j.flora.2018.06.004							WOS:000437001900004						
J	dos Santos, AP; Hassemer, G; Meiado, MV				dos Santos, Amanda P.; Hassemer, Gustavo; Meiado, Marcos V.			Seed storage of Brazilian cacti species in different threat categories	PLANT SPECIES BIOLOGY																Hassemer, Gustavo/C-2075-2015	Hassemer, Gustavo/0000-0003-4365-6934; Meiado, Marcos/0000-0002-9334-5985												0913-557X	1442-1984				JUL	2018	33	3					203	211		10.1111/1442-1984.12208							WOS:000436943100004						
J	Jacobsen, AL; Pratt, RB				Jacobsen, Anna L.; Pratt, R. Brandon			Extensive drought-associated plant mortality as an agent of type-conversion in chaparral shrublands	NEW PHYTOLOGIST																	Jacobsen, Anna/0000-0001-7830-5590												0028-646X	1469-8137				JUL	2018	219	2					498	504		10.1111/nph.15186							WOS:000435948500006	29727471					
J	Munzbergova, Z; Surinova, M; Husakova, I; Brabec, J				Munzbergova, Zuzana; Surinova, Maria; Husakova, Iveta; Brabec, Jiri			Strong fluctuations in aboveground population size do not limit genetic diversity in populations of an endangered biennial species	OECOLOGIA																Husakova, Iveta/W-1324-2017; Munzbergova, Zuzana/F-6321-2013	Husakova, Iveta/0000-0002-4778-1874; Munzbergova, Zuzana/0000-0002-4026-6220												0029-8549	1432-1939				JUL	2018	187	3					863	872		10.1007/s00442-018-4152-0							WOS:000436242000024	29700631					
J	Riviere, S; Breman, E; Kiehn, M; Carta, A; Muller, J				Riviere, S.; Breman, E.; Kiehn, M.; Carta, A.; Mueller, J. V.			How to meet the 2020 GSPC target 8 in Europe: priority-setting for seed banking of native threatened plants	BIODIVERSITY AND CONSERVATION																													0960-3115	1572-9710				JUL	2018	27	8					1873	1890		10.1007/s10531-018-1513-2							WOS:000434255200005						
J	Davies, RJP; Mackay, DA; Whalen, MA; Smyth, AK				Davies, Richard J. -P.; Mackay, Duncan A.; Whalen, Molly A.; Smyth, Anita K.			Vegetation and seed banks of arid ephemeral gilgai wetlands subject to contrasting grazing regimes	JOURNAL OF ARID ENVIRONMENTS																	Mackay, Duncan/0000-0002-3326-7612; Whalen, Molly/0000-0002-1583-5030												0140-1963	1095-922X				JUL	2018	154						51	60		10.1016/j.jaridenv.2018.03.006							WOS:000432764800007						
J	Lommen, STE; Jongejans, E; Leitsch-Vitalos, M; Tokarska-Guzik, B; Zalai, M; Muller-Scharer, H; Karrer, G				Lommen, Suzanne T. E.; Jongejans, Eelke; Leitsch-Vitalos, Melinda; Tokarska-Guzik, Barbara; Zalai, Mihaly; Mueller-Schaerer, Heinz; Karrer, Gerhard			Time to cut: population models reveal how to mow invasive common ragweed cost-effectively	NEOBIOTA																Jongejans, Eelke/B-4832-2008; Tokarska-Guzik, Barbara/L-8891-2019	Jongejans, Eelke/0000-0003-1148-7419; Tokarska-Guzik, Barbara/0000-0002-4058-1220												1619-0033	1314-2488				JUN 27	2018		39					53	78		10.3897/neobiota.39.23398							WOS:000436518400002						
J	Torra, J; Recasens, J; Royo-Esnal, A				Torra, Joel; Recasens, Jordi; Royo-Esnal, Aritz			Seedling emergence response of rare arable plants to soil tillage varies by species	PLOS ONE																Recasens, Jordi/AAB-2928-2020; Torra, Joel/B-3959-2011; Royo-Esnal, Aritz/B-4174-2011; Recasens, Jordi/B-3970-2011	Torra, Joel/0000-0002-8666-6780; Royo-Esnal, Aritz/0000-0003-2534-8372; Recasens, Jordi/0000-0002-8799-9958												1932-6203					JUN 25	2018	13	6							e0199425	10.1371/journal.pone.0199425							WOS:000436088700016	29940041					
J	Paul, C; Bayrychenko, Z; Junier, T; Filippidou, S; Beck, K; Bueche, M; Greub, G; Burgmann, H; Junier, P				Paul, Christophe; Bayrychenko, Zhanna; Junier, Thomas; Filippidou, Sevasti; Beck, Karin; Bueche, Matthieu; Greub, Gilbert; Buergmann, Helmut; Junier, Pilar			Dissemination of antibiotic resistance genes associated with the sporobiota in sediments impacted by wastewater	PEERJ																GREUB, Gilbert/S-4677-2019	GREUB, Gilbert/0000-0001-9529-3317; Filippidou, Sevasti/0000-0002-1458-7143; Burgmann, Helmut/0000-0002-5651-5906												2167-8359					JUN 20	2018	6								e4989	10.7717/peerj.4989							WOS:000435832400005	29942682					
J	Luzuriaga, AL; Sanchez, AM; Lopez-Angulo, J; Escudero, A				Luzuriaga, Arantzazu L.; Sanchez, Ana M.; Lopez-Angulo, Jesus; Escudero, Adrian			Habitat fragmentation determines diversity of annual plant communities at landscape and fine spatial scales	BASIC AND APPLIED ECOLOGY																Lopez-Angulo, Jesus/R-9019-2019	Lopez-Angulo, Jesus/0000-0003-3539-2545												1439-1791	1618-0089				JUN	2018	29						12	19		10.1016/j.baae.2018.03.008							WOS:000432493500002						
J	Ma, MJ; Walck, JL; Ma, Z; Wang, LP; Du, GZ				Ma, Miaojun; Walck, Jeffrey L.; Ma, Zhen; Wang, Lipei; Du, Guozhen			Grazing disturbance increases transient but decreases persistent soil seed bank	ECOLOGICAL APPLICATIONS																													1051-0761	1939-5582				JUN	2018	28	4					1020	1031		10.1002/eap.1706							WOS:000434092200013	29710415					
J	Reeg, J; Heine, S; Mihan, C; Preuss, TG; McGee, S; Jeltsch, F				Reeg, Jette; Heine, Simon; Mihan, Christine; Preuss, Thomas G.; McGee, Sean; Jeltsch, Florian			Potential impact of effects on reproductive attributes induced by herbicides on a plant community	ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY																	Reeg, Jette/0000-0003-3269-1929												0730-7268	1552-8618				JUN	2018	37	6					1707	1722		10.1002/etc.4122							WOS:000434099400019	29480535					
J	Thomson, DM; Kwok, JW; Schultz, EL				Thomson, Diane M.; Kwok, Jonas W.; Schultz, Emily L.			Extreme drought alters growth and interactions with exotic grasses, but not survival, for a California annual forb	PLANT ECOLOGY																													1385-0237	1573-5052				JUN	2018	219	6					705	717		10.1007/s11258-018-0828-0							WOS:000431968900008						
J	Kiss, R; Deak, B; Torok, P; Tothmeresz, B; Valko, O				Kiss, Reka; Deak, Balazs; Torok, Peter; Tothmeresz, Bela; Valko, Orsolya			Grassland seed bank and community resilience in a changing climate	RESTORATION ECOLOGY																Peter, Torok/C-5514-2008; Valko, Orsolya/H-4553-2019	Peter, Torok/0000-0002-4428-3327; Valko, Orsolya/0000-0001-7919-6293												1061-2971	1526-100X				JUN	2018	26			2	SI		S141	S150		10.1111/rec.12694							WOS:000436116600009						
J	Klaus, VH; Hoever, CJ; Fischer, M; Hamer, U; Kleinebecker, T; Mertens, D; Schafer, D; Prati, D; Holzel, N				Klaus, Valentin H.; Hoever, Christina J.; Fischer, Markus; Hamer, Ute; Kleinebecker, Till; Mertens, Desiree; Schafer, Deborah; Prati, Daniel; Hoelzel, Norbert			Contribution of the soil seed bank to the restoration of temperate grasslands by mechanical sward disturbance	RESTORATION ECOLOGY																Hamer, Ute/J-5519-2016; Fischer, Markus/C-6411-2008; Holzel, Norbert/H-8753-2013	Hamer, Ute/0000-0002-3845-3983; Fischer, Markus/0000-0002-5589-5900; Holzel, Norbert/0000-0002-6367-3400; Kleinebecker, Till/0000-0003-1121-2861												1061-2971	1526-100X				JUN	2018	26			2	SI		S114	S122		10.1111/rec.12626							WOS:000436116600006						
J	Torok, P; Kelemen, A; Valko, O; Miglecz, T; Toth, K; Toth, E; Sonkoly, J; Kiss, R; Csecserits, A; Redei, T; Deak, B; Szucs, P; Varga, N; Tothmeresz, B				Torok, Peter; Kelemen, Andras; Valko, Orsolya; Miglecz, Tamas; Toth, Katalin; Toth, Edina; Sonkoly, Judit; Kiss, Reka; Csecserits, Aniko; Redei, Tamas; Deak, Balazs; Szucs, Peter; Varga, Nora; Tothmeresz, Bela			Succession in soil seed banks and its implications for restoration of calcareous sand grasslands	RESTORATION ECOLOGY																Peter, Torok/C-5514-2008; Valko, Orsolya/H-4553-2019	Peter, Torok/0000-0002-4428-3327; Valko, Orsolya/0000-0001-7919-6293; Sonkoly, Judit/0000-0002-4301-5240; Csecserits, Aniko/0000-0002-0538-4520												1061-2971	1526-100X				JUN	2018	26			2	SI		S134	S140		10.1111/rec.12611							WOS:000436116600008						
J	Wagner, M; Walker, KJ; Pywell, RF				Wagner, Markus; Walker, Kevin J.; Pywell, Richard F.			Seed bank dynamics in restored grassland following the sowing of high- and low-diversity seed mixtures	RESTORATION ECOLOGY																Pywell, Richard F/E-8738-2010	Pywell, Richard F/0000-0001-6431-9959												1061-2971	1526-100X				JUN	2018	26			2	SI		S189	S199		10.1111/rec.12616							WOS:000436116600014						
J	Vargas-Figueroa, JA; Torres-Gonzalez, AM				Alexander Vargas-Figueroa, Jhon; Marina Torres-Gonzalez, Alba			Germination and seed conservation of a pioneer species, Tecoma stans (Bignoniaceae), from tropical dry forest of Colombia	REVISTA DE BIOLOGIA TROPICAL																													0034-7744	2215-2075				JUN	2018	66	2					918	936		10.15517/rbt.v66i2.33423							WOS:000438605300032						
J	Fibich, P; Vitova, A; Leps, J				Fibich, P.; Vitova, A.; Leps, J.			Interaction between habitat limitation and dispersal limitation is modulated by species life history and external conditions: a stochastic matrix model approach	COMMUNITY ECOLOGY																Fibich, Pavel/B-3013-2015; Leps, Jan/B-6913-2013	Fibich, Pavel/0000-0001-9066-3753; Leps, Jan/0000-0002-4822-7429												1585-8553	1588-2756				JUN	2018	19	1					9	20		10.1556/168.2018.19.1.2							WOS:000439811900002						
J	Badalamenti, E; Bueno, RD; Campo, O; Gallo, M; Veca, DSL; Pasta, S; Sala, G; La Mantia, T				Badalamenti, Emilio; Bueno, Rafael da Silveira; Campo, Olimpia; Gallo, Martina; Veca, Donato Salvatore La Mela; Pasta, Salvatore; Sala, Giovanna; La Mantia, Tommaso			Pine Stand Density Influences the Regeneration of Acacia saligna Labill. HLWendl. and Native Woody Species in a Mediterranean Coastal Pine Plantation	FORESTS																BADALAMENTI, Emilio/J-3406-2019; Sala, Giovanna/Z-1531-2019	BADALAMENTI, Emilio/0000-0002-8178-354X; Sala, Giovanna/0000-0002-4813-7052; Da Silveira Bueno, Rafael/0000-0001-8964-8572												1999-4907					JUN	2018	9	6							359	10.3390/f9060359							WOS:000436277900076						
J	Dolce, NR; Medina, RD; Gonzalez-Arnao, MT				Dolce, Natalia R.; Medina, Ricardo D.; Gonzalez-Arnao, Maria T.			Tolerance to Desiccation and Cryopreservation of Seeds of Seven South American Ilex Species	HORTSCIENCE																GONZALEZ-ARNAO, MARIA TERESA/AAA-7100-2019	GONZALEZ-ARNAO, MARIA TERESA/0000-0002-4488-4229												0018-5345	2327-9834				JUN	2018	53	6					882	886		10.21273/HORTSCI12885-18							WOS:000436467000017						
J	Bhatt, A; Santo, A				Bhatt, Arvind; Santo, Andrea			Does perianth colour affect the seed germination of two desert shrubs under different storage periods and conditions?	NORDIC JOURNAL OF BOTANY																	Bhatt, Arvind/0000-0003-4464-6148												0107-055X	1756-1051				JUN	2018	36	6							UNSP e01593	10.1111/njb.01593							WOS:000437293000002						
J	Buisson, E; Jaunatre, R; Romermann, C; Bulot, A; Dutoit, T				Buisson, Elise; Jaunatre, Renaud; Roemermann, Christine; Bulot, Adeline; Dutoit, Thierry			Species transfer via topsoil translocation: lessons from two large Mediterranean restoration projects	RESTORATION ECOLOGY																Buisson, Elise/AAF-4485-2019; Dutoit, Thierry/AAB-7398-2019	Buisson, Elise/0000-0002-3640-8134; Dutoit, Thierry/0000-0001-9461-9215												1061-2971	1526-100X				JUN	2018	26			2	SI		S179	S188		10.1111/rec.12682							WOS:000436116600013						
J	Godefroid, S; Le Pajolec, S; Hechelski, M; Van Rossum, F				Godefroid, Sandrine; Le Pajolec, Sarah; Hechelski, Marie; Van Rossum, Fabienne			Can we rely on the soil seed bank for restoring xeric sandy calcareous grasslands?	RESTORATION ECOLOGY																													1061-2971	1526-100X				JUN	2018	26			2	SI		S123	S133		10.1111/rec.12647							WOS:000436116600007						
J	Hess, MCM; De Wilde, M; Yavercovski, N; Willm, L; Mesleard, F; Buisson, E				Hess, Manon C. M.; De Wilde, Melissa; Yavercovski, Nicole; Willm, Loic; Mesleard, Francois; Buisson, Elise			Microwave soil heating reduces seedling emergence of a wide range of species including invasives	RESTORATION ECOLOGY																Buisson, Elise/AAF-4485-2019	Buisson, Elise/0000-0002-3640-8134												1061-2971	1526-100X				JUN	2018	26			2	SI		S160	S169		10.1111/rec.12668							WOS:000436116600011						
J	Lang, M; Prestele, J; Wiesinger, K; Kollmann, J; Albrecht, H				Lang, Marion; Prestele, Julia; Wiesinger, Klaus; Kollmann, Johannes; Albrecht, Harald			Reintroduction of rare arable plants: seed production, soil seed banks, and dispersal 3years after sowing	RESTORATION ECOLOGY																Kollmann, Johannes/B-4255-2012	Kollmann, Johannes/0000-0002-4990-3636												1061-2971	1526-100X				JUN	2018	26			2	SI		S170	S178		10.1111/rec.12696							WOS:000436116600012						
J	Le Stradic, S; Fernandes, GW; Buisson, E				Le Stradic, Soizig; Fernandes, Geraldo W.; Buisson, Elise			No recovery of campo rupestre grasslands after gravel extraction: implications for conservation and restoration	RESTORATION ECOLOGY																Buisson, Elise/AAF-4485-2019; Le Stradic, Soizig/I-3514-2016	Buisson, Elise/0000-0002-3640-8134; Le Stradic, Soizig/0000-0003-2643-3544												1061-2971	1526-100X				JUN	2018	26			2	SI		S151	S159		10.1111/rec.12713							WOS:000436116600010						
J	Melnik, K; Landhausser, SM; Devito, K				Melnik, Katharine; Landhausser, Simon M.; Devito, Kevin			Role of microtopography in the expression of soil propagule banks on reclamation sites	RESTORATION ECOLOGY																													1061-2971	1526-100X				JUN	2018	26			2	SI		S200	S210		10.1111/rec.12587							WOS:000436116600015						
J	Schwab, A; Stammel, B; Kiehl, K				Schwab, Andre; Stammel, Barbara; Kiehl, Kathrin			Seed dispersal via a new watercourse in a reconnected floodplain: differences in species groups and seasonality	RESTORATION ECOLOGY																Stammel, Barbara/J-1343-2019	Stammel, Barbara/0000-0003-3208-4571												1061-2971	1526-100X				JUN	2018	26			2	SI		S103	S113		10.1111/rec.12677							WOS:000436116600005						
J	Torok, P; Helm, A; Kiehl, K; Buisson, E; Valko, O				Torok, Peter; Helm, Aveliina; Kiehl, Kathrin; Buisson, Elise; Valko, Orsolya			Beyond the species pool: modification of species dispersal, establishment, and assembly by habitat restoration	RESTORATION ECOLOGY																Peter, Torok/C-5514-2008; Valko, Orsolya/H-4553-2019; Buisson, Elise/AAF-4485-2019	Peter, Torok/0000-0002-4428-3327; Valko, Orsolya/0000-0001-7919-6293; Buisson, Elise/0000-0002-3640-8134												1061-2971	1526-100X				JUN	2018	26			2	SI		S65	S72		10.1111/rec.12825							WOS:000436116600001						
J	Mack, JS; Schneider, HE; Berry, KH				Mack, Jeremy S.; Schneider, Heather E.; Berry, Kristin H.			Crowding Affects Health, Growth, and Behavior in Headstart Pens for Agassiz's Desert Tortoise	CHELONIAN CONSERVATION AND BIOLOGY																													1071-8443	1943-3956				JUN	2018	17	1					14	26		10.2744/CCB-1248.1							WOS:000435475800003						
J	Plue, J; Cousins, SAO				Plue, Jan; Cousins, Sara A. O.			Seed dispersal in both space and time is necessary for plant diversity maintenance in fragmented landscapes	OIKOS																													0030-1299	1600-0706				JUN	2018	127	6					780	791		10.1111/oik.04813							WOS:000434153600003						
J	Kanwar, R; Mehta, DK				Kanwar, Rajesh; Mehta, D. K.			Survey, collection and seed morphometric characterization of French bean (Phaseolus vulgaris L.) landraces of Himachal Pradesh	LEGUME RESEARCH																													0250-5371					JUN	2018	41	3					333	341		10.18805/LR-3825							WOS:000434482500002						
J	Mangin, AR; Hall, LM; Schoenau, JJ; Beckie, HJ				Mangin, Amy R.; Hall, Linda M.; Schoenau, Jeff J.; Beckie, Hugh J.			Influence of tillage, vertical seed distribution, and pyroxasulfone application timing and rate on control of wild oat (Avena fatua L.)	CANADIAN JOURNAL OF PLANT SCIENCE																	Beckie, Hugh/0000-0002-2659-2265												0008-4220	1918-1833				JUN	2018	98	3					601	608		10.1139/cjps-2017-0199							WOS:000434406700009						
J	Ma, HY; Wu, HT; Ooi, MKJ				Ma, Hongyuan; Wu, Haitao; Ooi, Mark K. J.			Within population variation in germination response to smoke cues: convergent recruitment strategies and different dormancy types	PLANT AND SOIL																Ooi, Mark/A-4779-2012	Ooi, Mark/0000-0002-3046-0417												0032-079X	1573-5036				JUN	2018	427	1-2			SI		281	290		10.1007/s11104-018-3641-6							WOS:000434056500020						
J	Bauer, M; Harzer, R; Strobl, K; Kollmann, J				Bauer, M.; Harzer, R.; Strobl, K.; Kollmann, J.			Resilience of riparian vegetation after restoration measures on River Inn	RIVER RESEARCH AND APPLICATIONS																Kollmann, Johannes/B-4255-2012	Kollmann, Johannes/0000-0002-4990-3636; Wollner, Romy/0000-0001-9186-5349; Strobl, Katharina/0000-0002-2380-201X												1535-1459	1535-1467				JUN	2018	34	5					451	460		10.1002/rra.3255							WOS:000434232900006						
J	Akande, FO; Ogunkunle, CO; Ajayi, SA				Akande, F. O.; Ogunkunle, C. O.; Ajayi, S. A.			Contamination from Petroleum Products: Impact on Soil Seed Banks around an Oil Storage Facility in Ibadan, South-West Nigeria	POLLUTION																													2383-451X	2383-4501				SUM	2018	4	3					515	525		10.22059/poll.2018.249913.375							WOS:000433081100013						
J	Tian, DK; Xiao, Y; Tong, Y; Fu, NF; Liu, QQ; Li, C				Tian, Daike; Xiao, Yan; Tong, Yi; Fu, Naifeng; Liu, Qingqing; Li, Chun			Diversity and conservation of Chinese wild begonias	PLANT DIVERSITY																													2096-2703	2468-2659				JUN	2018	40	3					75	90		10.1016/j.pld.2018.06.002							WOS:000438702000001	30175289					
J	Vohs, S				Vohs, Sergei			Securing a future for China's plant biodiversity through an integrated conservation approach	PLANT DIVERSITY																													2096-2703	2468-2659				JUN	2018	40	3					91	105		10.1016/j.pld.2018.04.002							WOS:000438702000002	30175290					
J	Slattery, M; Moore, S; Boye, L; Whitney, S; Woolsey, A; Woolsey, M				Slattery, Marc; Moore, Steve; Boye, Lauren; Whitney, Samantha; Woolsey, Allison; Woolsey, Max			The Pulley Ridge deep reef is not a stable refugia through time	CORAL REEFS																													0722-4028	1432-0975				JUN	2018	37	2					391	396		10.1007/s00338-018-1664-3							WOS:000432285500007						
